PollingUnitID,State,LGA,Ward,ElectionYear,RegisteredVoters,PartyAVotes,PartyBVotes,PartyCVotes,TotalVotesCast,MergeKey,Tunout Percentage,Anomaly Flag,IncidentCount,Avg SeverityScore,Country,RiskCategory,Location
PU945,Lagos,Eti-Osa,Ward CY,2023,770,375,355,15,745,Eti-Osa-Lagos-2023,96.75324675,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU953,Lagos,Eti-Osa,Ward CZ,2023,780,380,360,15,755,Eti-Osa-Lagos-2023,96.79487179,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU961,Lagos,Eti-Osa,Ward DA,2023,790,385,365,15,765,Eti-Osa-Lagos-2023,96.83544304,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU969,Lagos,Eti-Osa,Ward DB,2023,800,390,370,15,775,Eti-Osa-Lagos-2023,96.875,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU977,Lagos,Eti-Osa,Ward DC,2023,810,395,375,15,785,Eti-Osa-Lagos-2023,96.91358025,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU985,Lagos,Eti-Osa,Ward DD,2023,820,400,380,15,795,Eti-Osa-Lagos-2023,96.95121951,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU993,Lagos,Eti-Osa,Ward DE,2023,830,405,385,15,805,Eti-Osa-Lagos-2023,96.98795181,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU018,Lagos,Eti-Osa,Ward C,2019,580,290,270,15,575,Eti-Osa-Lagos-2019,99.13793103,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU403,Rivers,Obio/Akpor,Ward AQ,2019,870,430,410,15,855,Obio/Akpor-Rivers-2019,98.27586207,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU405,Lagos,Eti-Osa,Ward AL,2019,590,290,270,15,575,Eti-Osa-Lagos-2019,97.45762712,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU411,Rivers,Obio/Akpor,Ward AR,2019,880,435,415,15,865,Obio/Akpor-Rivers-2019,98.29545455,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU413,Lagos,Eti-Osa,Ward AM,2019,600,295,275,15,585,Eti-Osa-Lagos-2019,97.5,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU419,Rivers,Obio/Akpor,Ward AS,2019,890,440,420,15,875,Obio/Akpor-Rivers-2019,98.31460674,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU421,Lagos,Eti-Osa,Ward AN,2019,610,300,280,15,595,Eti-Osa-Lagos-2019,97.54098361,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU427,Rivers,Obio/Akpor,Ward AT,2019,900,445,425,15,885,Obio/Akpor-Rivers-2019,98.33333333,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU429,Lagos,Eti-Osa,Ward AO,2019,620,305,285,15,605,Eti-Osa-Lagos-2019,97.58064516,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU435,Rivers,Obio/Akpor,Ward AU,2019,910,450,430,15,895,Obio/Akpor-Rivers-2019,98.35164835,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU437,Lagos,Eti-Osa,Ward AP,2019,630,310,290,15,615,Eti-Osa-Lagos-2019,97.61904762,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU443,Rivers,Obio/Akpor,Ward AV,2019,920,455,435,15,905,Obio/Akpor-Rivers-2019,98.36956522,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU445,Lagos,Eti-Osa,Ward AQ,2019,640,315,295,15,625,Eti-Osa-Lagos-2019,97.65625,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU451,Rivers,Obio/Akpor,Ward AW,2019,930,460,440,15,915,Obio/Akpor-Rivers-2019,98.38709677,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU453,Lagos,Eti-Osa,Ward AR,2019,650,320,300,15,635,Eti-Osa-Lagos-2019,97.69230769,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU459,Rivers,Obio/Akpor,Ward AX,2019,940,465,445,15,925,Obio/Akpor-Rivers-2019,98.40425532,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU461,Lagos,Eti-Osa,Ward AS,2019,660,325,305,15,645,Eti-Osa-Lagos-2019,97.72727273,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU467,Rivers,Obio/Akpor,Ward AY,2019,950,470,450,15,935,Obio/Akpor-Rivers-2019,98.42105263,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU469,Lagos,Eti-Osa,Ward AT,2019,670,330,310,15,655,Eti-Osa-Lagos-2019,97.76119403,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU475,Rivers,Obio/Akpor,Ward AZ,2019,960,475,455,15,945,Obio/Akpor-Rivers-2019,98.4375,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU477,Lagos,Eti-Osa,Ward AU,2019,680,335,315,15,665,Eti-Osa-Lagos-2019,97.79411765,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU483,Rivers,Obio/Akpor,Ward BA,2019,970,480,460,15,955,Obio/Akpor-Rivers-2019,98.45360825,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU485,Lagos,Eti-Osa,Ward AV,2019,690,340,320,15,675,Eti-Osa-Lagos-2019,97.82608696,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU491,Rivers,Obio/Akpor,Ward BB,2019,980,485,465,15,965,Obio/Akpor-Rivers-2019,98.46938776,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU493,Lagos,Eti-Osa,Ward AW,2019,700,345,325,15,685,Eti-Osa-Lagos-2019,97.85714286,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU499,Rivers,Obio/Akpor,Ward BC,2019,990,490,470,15,975,Obio/Akpor-Rivers-2019,98.48484848,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU603,Rivers,Obio/Akpor,Ward BQ,2019,890,440,420,15,875,Obio/Akpor-Rivers-2019,98.31460674,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU605,Lagos,Eti-Osa,Ward BJ,2019,600,290,270,15,575,Eti-Osa-Lagos-2019,95.83333333,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU611,Rivers,Obio/Akpor,Ward BR,2019,900,445,425,15,885,Obio/Akpor-Rivers-2019,98.33333333,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU613,Lagos,Eti-Osa,Ward BK,2019,610,295,275,15,585,Eti-Osa-Lagos-2019,95.90163934,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU619,Rivers,Obio/Akpor,Ward BS,2019,910,450,430,15,895,Obio/Akpor-Rivers-2019,98.35164835,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU621,Lagos,Eti-Osa,Ward BL,2019,620,300,280,15,595,Eti-Osa-Lagos-2019,95.96774194,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU627,Rivers,Obio/Akpor,Ward BT,2019,920,455,435,15,905,Obio/Akpor-Rivers-2019,98.36956522,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU629,Lagos,Eti-Osa,Ward BM,2019,630,305,285,15,605,Eti-Osa-Lagos-2019,96.03174603,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU635,Rivers,Obio/Akpor,Ward BU,2019,930,460,440,15,915,Obio/Akpor-Rivers-2019,98.38709677,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU637,Lagos,Eti-Osa,Ward BN,2019,640,310,290,15,615,Eti-Osa-Lagos-2019,96.09375,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU643,Rivers,Obio/Akpor,Ward BV,2019,940,465,445,15,925,Obio/Akpor-Rivers-2019,98.40425532,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU645,Lagos,Eti-Osa,Ward BO,2019,650,315,295,15,625,Eti-Osa-Lagos-2019,96.15384615,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU651,Rivers,Obio/Akpor,Ward BW,2019,950,470,450,15,935,Obio/Akpor-Rivers-2019,98.42105263,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU653,Lagos,Eti-Osa,Ward BP,2019,660,320,300,15,635,Eti-Osa-Lagos-2019,96.21212121,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU659,Rivers,Obio/Akpor,Ward BX,2019,960,475,455,15,945,Obio/Akpor-Rivers-2019,98.4375,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU661,Lagos,Eti-Osa,Ward BQ,2019,670,325,305,15,645,Eti-Osa-Lagos-2019,96.26865672,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU667,Rivers,Obio/Akpor,Ward BY,2019,970,480,460,15,955,Obio/Akpor-Rivers-2019,98.45360825,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU669,Lagos,Eti-Osa,Ward BR,2019,680,330,310,15,655,Eti-Osa-Lagos-2019,96.32352941,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU675,Rivers,Obio/Akpor,Ward BZ,2019,980,485,465,15,965,Obio/Akpor-Rivers-2019,98.46938776,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU677,Lagos,Eti-Osa,Ward BS,2019,690,335,315,15,665,Eti-Osa-Lagos-2019,96.37681159,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU683,Rivers,Obio/Akpor,Ward CA,2019,990,490,470,15,975,Obio/Akpor-Rivers-2019,98.48484848,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU685,Lagos,Eti-Osa,Ward BT,2019,700,340,320,15,675,Eti-Osa-Lagos-2019,96.42857143,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU691,Rivers,Obio/Akpor,Ward CB,2019,1000,495,475,15,985,Obio/Akpor-Rivers-2019,98.5,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU693,Lagos,Eti-Osa,Ward BU,2019,710,345,325,15,685,Eti-Osa-Lagos-2019,96.47887324,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU699,Rivers,Obio/Akpor,Ward CC,2019,1010,500,480,15,995,Obio/Akpor-Rivers-2019,98.51485149,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU803,Rivers,Obio/Akpor,Ward CQ,2019,890,440,420,15,875,Obio/Akpor-Rivers-2019,98.31460674,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU805,Lagos,Eti-Osa,Ward CH,2019,600,290,270,15,575,Eti-Osa-Lagos-2019,95.83333333,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU811,Rivers,Obio/Akpor,Ward CR,2019,900,445,425,15,885,Obio/Akpor-Rivers-2019,98.33333333,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU813,Lagos,Eti-Osa,Ward CI,2019,610,295,275,15,585,Eti-Osa-Lagos-2019,95.90163934,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU819,Rivers,Obio/Akpor,Ward CS,2019,910,450,430,15,895,Obio/Akpor-Rivers-2019,98.35164835,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU821,Lagos,Eti-Osa,Ward CJ,2019,620,300,280,15,595,Eti-Osa-Lagos-2019,95.96774194,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU827,Rivers,Obio/Akpor,Ward CT,2019,920,455,435,15,905,Obio/Akpor-Rivers-2019,98.36956522,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU829,Lagos,Eti-Osa,Ward CK,2019,630,305,285,15,605,Eti-Osa-Lagos-2019,96.03174603,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU835,Rivers,Obio/Akpor,Ward CU,2019,930,460,440,15,915,Obio/Akpor-Rivers-2019,98.38709677,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU837,Lagos,Eti-Osa,Ward CL,2019,640,310,290,15,615,Eti-Osa-Lagos-2019,96.09375,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU843,Rivers,Obio/Akpor,Ward CV,2019,940,465,445,15,925,Obio/Akpor-Rivers-2019,98.40425532,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU845,Lagos,Eti-Osa,Ward CM,2019,650,315,295,15,625,Eti-Osa-Lagos-2019,96.15384615,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU851,Rivers,Obio/Akpor,Ward CW,2019,950,470,450,15,935,Obio/Akpor-Rivers-2019,98.42105263,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU853,Lagos,Eti-Osa,Ward CN,2019,660,320,300,15,635,Eti-Osa-Lagos-2019,96.21212121,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU859,Rivers,Obio/Akpor,Ward CX,2019,960,475,455,15,945,Obio/Akpor-Rivers-2019,98.4375,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU861,Lagos,Eti-Osa,Ward CO,2019,670,325,305,15,645,Eti-Osa-Lagos-2019,96.26865672,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU867,Rivers,Obio/Akpor,Ward CY,2019,970,480,460,15,955,Obio/Akpor-Rivers-2019,98.45360825,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU869,Lagos,Eti-Osa,Ward CP,2019,680,330,310,15,655,Eti-Osa-Lagos-2019,96.32352941,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU875,Rivers,Obio/Akpor,Ward CZ,2019,980,485,465,15,965,Obio/Akpor-Rivers-2019,98.46938776,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU877,Lagos,Eti-Osa,Ward CQ,2019,690,335,315,15,665,Eti-Osa-Lagos-2019,96.37681159,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU883,Rivers,Obio/Akpor,Ward DA,2019,990,490,470,15,975,Obio/Akpor-Rivers-2019,98.48484848,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU885,Lagos,Eti-Osa,Ward CR,2019,700,340,320,15,675,Eti-Osa-Lagos-2019,96.42857143,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU891,Rivers,Obio/Akpor,Ward DB,2019,1000,495,475,15,985,Obio/Akpor-Rivers-2019,98.5,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU893,Lagos,Eti-Osa,Ward CS,2019,710,345,325,15,685,Eti-Osa-Lagos-2019,96.47887324,Normal,12,2.416666667,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU899,Rivers,Obio/Akpor,Ward DC,2019,1010,500,480,15,995,Obio/Akpor-Rivers-2019,98.51485149,Normal,12,3.916666667,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU029,Lagos,Surulere,Ward C,2019,540,270,250,15,535,Surulere-Lagos-2019,99.07407407,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU053,Lagos,Surulere,Ward F,2019,550,275,255,15,545,Surulere-Lagos-2019,99.09090909,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU301,Lagos,Surulere,Ward Y,2019,530,260,240,15,525,Surulere-Lagos-2019,99.05660377,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU309,Lagos,Surulere,Ward Z,2019,560,280,260,15,555,Surulere-Lagos-2019,99.10714286,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU317,Lagos,Surulere,Ward AB,2019,570,285,265,15,565,Surulere-Lagos-2019,99.12280702,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU325,Lagos,Surulere,Ward AC,2019,580,290,270,15,575,Surulere-Lagos-2019,99.13793103,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU333,Lagos,Surulere,Ward AD,2019,590,295,275,15,585,Surulere-Lagos-2019,99.15254237,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU341,Lagos,Surulere,Ward AE,2019,600,300,280,15,595,Surulere-Lagos-2019,99.16666667,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU349,Lagos,Surulere,Ward AF,2019,610,305,285,15,605,Surulere-Lagos-2019,99.18032787,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU357,Lagos,Surulere,Ward AG,2019,620,310,290,15,615,Surulere-Lagos-2019,99.19354839,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU365,Lagos,Surulere,Ward AH,2019,630,315,295,15,625,Surulere-Lagos-2019,99.20634921,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU373,Lagos,Surulere,Ward AI,2019,640,320,300,15,635,Surulere-Lagos-2019,99.21875,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU381,Lagos,Surulere,Ward AJ,2019,650,325,305,15,645,Surulere-Lagos-2019,99.23076923,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU389,Lagos,Surulere,Ward AK,2019,660,330,310,15,655,Surulere-Lagos-2019,99.24242424,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU397,Lagos,Surulere,Ward AL,2019,670,335,315,15,665,Surulere-Lagos-2019,99.25373134,Normal,14,3.785714286,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU402,Kano,Nassarawa,Ward AM,2019,800,400,375,15,790,Nassarawa-Kano-2019,98.75,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU410,Kano,Nassarawa,Ward AN,2019,810,405,380,15,800,Nassarawa-Kano-2019,98.7654321,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU418,Kano,Nassarawa,Ward AO,2019,820,410,385,15,810,Nassarawa-Kano-2019,98.7804878,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU426,Kano,Nassarawa,Ward AP,2019,830,415,390,15,820,Nassarawa-Kano-2019,98.79518072,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU434,Kano,Nassarawa,Ward AQ,2019,840,420,395,15,830,Nassarawa-Kano-2019,98.80952381,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU442,Kano,Nassarawa,Ward AR,2019,850,425,400,15,840,Nassarawa-Kano-2019,98.82352941,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU450,Kano,Nassarawa,Ward AS,2019,860,430,405,15,850,Nassarawa-Kano-2019,98.8372093,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU458,Kano,Nassarawa,Ward AT,2019,870,435,410,15,860,Nassarawa-Kano-2019,98.85057471,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU466,Kano,Nassarawa,Ward AU,2019,880,440,415,15,870,Nassarawa-Kano-2019,98.86363636,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU474,Kano,Nassarawa,Ward AV,2019,890,445,420,15,880,Nassarawa-Kano-2019,98.87640449,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU482,Kano,Nassarawa,Ward AW,2019,900,450,425,15,890,Nassarawa-Kano-2019,98.88888889,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU490,Kano,Nassarawa,Ward AX,2019,910,455,430,15,900,Nassarawa-Kano-2019,98.9010989,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU498,Kano,Nassarawa,Ward AY,2019,920,460,435,15,910,Nassarawa-Kano-2019,98.91304348,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU501,Lagos,Surulere,Ward AZ,2023,640,310,290,15,615,Surulere-Lagos-2023,96.09375,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU509,Lagos,Surulere,Ward BA,2023,650,315,295,15,630,Surulere-Lagos-2023,96.92307692,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU517,Lagos,Surulere,Ward BB,2023,660,320,300,15,640,Surulere-Lagos-2023,96.96969697,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU525,Lagos,Surulere,Ward BC,2023,670,325,305,15,650,Surulere-Lagos-2023,97.01492537,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU533,Lagos,Surulere,Ward BD,2023,680,330,310,15,660,Surulere-Lagos-2023,97.05882353,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU541,Lagos,Surulere,Ward BE,2023,690,335,315,15,670,Surulere-Lagos-2023,97.10144928,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU549,Lagos,Surulere,Ward BF,2023,700,340,320,15,680,Surulere-Lagos-2023,97.14285714,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU557,Lagos,Surulere,Ward BG,2023,710,345,325,15,690,Surulere-Lagos-2023,97.18309859,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU565,Lagos,Surulere,Ward BH,2023,720,350,330,15,700,Surulere-Lagos-2023,97.22222222,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU573,Lagos,Surulere,Ward BI,2023,730,355,335,15,710,Surulere-Lagos-2023,97.26027397,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU581,Lagos,Surulere,Ward BJ,2023,740,360,340,15,720,Surulere-Lagos-2023,97.2972973,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU589,Lagos,Surulere,Ward BK,2023,750,365,345,15,730,Surulere-Lagos-2023,97.33333333,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU597,Lagos,Surulere,Ward BL,2023,760,370,350,15,740,Surulere-Lagos-2023,97.36842105,Normal,13,4.692307692,Nigeria,Medium Score,"Surulere,Lagos,Nigeria"
PU602,Kano,Nassarawa,Ward BM,2019,800,390,370,15,775,Nassarawa-Kano-2019,96.875,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU610,Kano,Nassarawa,Ward BN,2019,810,395,375,15,785,Nassarawa-Kano-2019,96.91358025,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU618,Kano,Nassarawa,Ward BO,2019,820,400,380,15,795,Nassarawa-Kano-2019,96.95121951,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU626,Kano,Nassarawa,Ward BP,2019,830,405,385,15,805,Nassarawa-Kano-2019,96.98795181,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU634,Kano,Nassarawa,Ward BQ,2019,840,410,390,15,815,Nassarawa-Kano-2019,97.02380952,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU642,Kano,Nassarawa,Ward BR,2019,850,415,395,15,825,Nassarawa-Kano-2019,97.05882353,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU650,Kano,Nassarawa,Ward BS,2019,860,420,400,15,835,Nassarawa-Kano-2019,97.09302326,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU658,Kano,Nassarawa,Ward BT,2019,870,425,405,15,845,Nassarawa-Kano-2019,97.12643678,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU666,Kano,Nassarawa,Ward BU,2019,880,430,410,15,855,Nassarawa-Kano-2019,97.15909091,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU674,Kano,Nassarawa,Ward BV,2019,890,435,415,15,865,Nassarawa-Kano-2019,97.19101124,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU682,Kano,Nassarawa,Ward BW,2019,900,440,420,15,875,Nassarawa-Kano-2019,97.22222222,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU690,Kano,Nassarawa,Ward BX,2019,910,445,425,15,885,Nassarawa-Kano-2019,97.25274725,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
PU698,Kano,Nassarawa,Ward BY,2019,920,450,430,15,895,Nassarawa-Kano-2019,97.2826087,Normal,14,3.785714286,Nigeria,Medium Score,"Nassarawa,Kano,Nigeria"
